ID,line,path,eva_nr,category,station,state,city,zip,long,lat,arrival_plan,departure_plan,arrival_change,departure_change,arrival_delay_m,departure_delay_m,info,arrival_delay_check,departure_delay_check
841306140217331951-2407081304-29,1,Berlin-Wannsee (S)|Berlin-Nikolassee|Berlin-Schlachtensee|Berlin Mexikoplatz|Berlin-Zehlendorf|Berlin Sundgauer Str|Berlin-Lichterfelde West|Berlin Botanischer Garten|Berlin Rathaus Steglitz|Berlin Feuerbachstr.|Berlin-Friedenau|Berlin-Schöneberg|Berlin Julius-Leber-Brücke|Berlin Yorckstr.(S1)|Berlin Anhalter Bf|Berlin Potsdamer Platz (S)|Berlin Brandenburger Tor|Berlin Friedrichstraße (S)|Berlin Oranienburger Straße|Berlin Nordbahnhof|Berlin Humboldthain|Berlin Gesundbrunnen(S)|Berlin Bornholmer Str.|Berlin Wollankstraße|Berlin-Schönholz|Berlin-Wilhelmsruh|Berlin-Wittenau (Wilhelmsruher Damm)|Berlin-Waidmannslust,8089064,4,Berlin-Hermsdorf,Berlin,Berlin,13467,13.30769,52.617782,2024-07-08 14:05:00,2024-07-08 14:05:00,2024-07-08 14:05:00,,0,0,Störung,on_time,on_time
-1226135237162963233-2407080930-7,23,Golm|Potsdam Park Sanssouci|Potsdam Charlottenhof|Potsdam Hbf|Potsdam Griebnitzsee|Berlin-Wannsee,8010403,3,Berlin-Charlottenburg,Berlin,Berlin,10627,13.3023298,52.5042126,2024-07-08 09:59:00,2024-07-08 10:00:00,2024-07-08 09:59:00,2024-07-08 10:00:00,0,0,,on_time,on_time
4420795620374292214-2407081854-15,8,Wildau|Zeuthen|Eichwalde|Berlin-Grünau|Berlin-Adlershof|Berlin-Johannisthal|Berlin-Schöneweide (S)|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Ostkreuz (S)|Berlin Frankfurter Allee|Berlin Storkower Str|Berlin Landsberger Allee,8089011,4,Greifswalder Straße,Berlin,Berlin,10409,13.439561,52.54002,2024-07-08 19:37:00,2024-07-08 19:37:00,2024-07-08 19:37:00,2024-07-08 19:37:00,0,0,,on_time,on_time
-8170333325483979011-2407131322-8,2,Delitzsch unt Bf|Zschortau|Rackwitz(Leipzig)|Leipzig Messe|Leipzig Essener Straße|Leipzig Nord|Leipzig Hbf (tief),8012186,5,Leipzig Markt,Sachsen,Leipzig Zentrum,4109,12.374612,51.34064,2024-07-13 13:46:00,2024-07-13 13:47:00,2024-07-13 13:46:00,2024-07-13 13:47:00,0,0,,on_time,on_time
-1666528954337117345-2407101651-27,1,Oranienburg|Lehnitz|Borgsdorf|Birkenwerder(b Berlin)|Hohen Neuendorf(b Berlin)|Berlin-Frohnau|Berlin-Hermsdorf|Berlin-Waidmannslust|Berlin-Wittenau (Wilhelmsruher Damm)|Berlin-Wilhelmsruh|Berlin-Schönholz|Berlin Wollankstraße|Berlin Bornholmer Str.|Berlin Gesundbrunnen(S)|Berlin Humboldthain|Berlin Nordbahnhof|Berlin Oranienburger Straße|Berlin Friedrichstraße (S)|Berlin Brandenburger Tor|Berlin Potsdamer Platz (S)|Berlin Anhalter Bf|Berlin Yorckstr.(S1)|Berlin Julius-Leber-Brücke|Berlin-Schöneberg|Berlin-Friedenau|Berlin Feuerbachstr.,8089036,4,Rathaus Steglitz,Berlin,Berlin,12165,13.322948,52.455833,2024-07-10 17:54:00,2024-07-10 17:54:00,2024-07-10 17:54:00,2024-07-10 17:54:00,0,0,,on_time,on_time
1216890052989899252-2407091016-17,20,Schönebeck-Bad Salzelmen|Schönebeck Süd|Schönebeck(Elbe)|Schönebeck-Frohse|Magdeburg Südost|Magdeburg-Salbke|Magdeburg SKET Industriepark|Magdeburg-Buckau|Magdeburg Hasselbachplatz|Magdeburg Hbf|Magdeburg-Neustadt|Magdeburg-Eichenweiler|Magdeburg-Rothensee|Wolmirstedt|Zielitz Ort|Tangerhütte,8010334,3,Stendal Hbf,Sachsen-Anhalt,Stendal,39576,11.854412,52.594723,2024-07-09 11:25:00,2024-07-09 11:33:00,2024-07-09 11:29:00,2024-07-09 11:36:00,4,3,,on_time,on_time
-1680110852371534719-2407112145-1,EV,,8000274,2,Neuss Hbf,Nordrhein-Westfalen,Neuss,41462,6.684527,51.204351,,2024-07-11 21:45:00,,,0,0,,on_time,on_time
5726311424805508043-2407121904-17,80,Annaberg-Buchholz Süd|Annaberg-Buchholz Mitte|Annaberg-Buchholz unterer Bf|Wiesa(Erzgeb)|Thermalbad Wiesenbad|Wolkenstein|Warmbad|Scharfenstein|Wilischthal|Zschopau|Zschopau Ost|Waldkirchen(Erzgeb)|Witzschdorf|Hennersdorf(Sachs)|Erdmannsdorf-Augustusburg|Flöha-Plaue,8010108,4,Flöha,Sachsen,Flöha,9557,13.075152,50.854355,2024-07-12 20:08:00,2024-07-12 20:08:00,2024-07-12 20:12:00,2024-07-12 20:12:00,4,4,,on_time,on_time
2557539299520169555-2407111540-12,3,Pinneberg|Thesdorf|Halstenbek|Krupunder|Hamburg Elbgaustraße|Hamburg-Eidelstedt|Hamburg-Stellingen|Hamburg-Langenfelde|Hamburg-Altona(S)|Hamburg Königstraße|Hamburg Reeperbahn,8003518,4,Landungsbrücken,Hamburg,Hamburg,20459,9.971281,53.546132,2024-07-11 16:08:00,2024-07-11 16:09:00,2024-07-11 16:10:00,2024-07-11 16:11:00,2,2,Information,on_time,on_time
-1203020212634027703-2407090523-21,41,Berlin Beusselstraße|Berlin Westhafen|Berlin-Wedding|Berlin Gesundbrunnen(S)|Berlin Schönhauser Allee|Berlin Prenzlauer Allee|Berlin Greifswalder Str|Berlin Landsberger Allee|Berlin Storkower Str|Berlin Frankfurter Allee|Berlin Ostkreuz (S)|Berlin Treptower Park|Berlin Sonnenallee|Berlin-Neukölln|Berlin Hermannstraße|Berlin-Tempelhof|Berlin Südkreuz (S)|Berlin-Schöneberg|Berlin Innsbrucker Platz|Berlin Bundesplatz,8089112,4,Heidelberger Platz,Berlin,Berlin,10713,13.312018,52.479972,2024-07-09 06:07:00,2024-07-09 06:08:00,2024-07-09 06:09:00,2024-07-09 06:09:00,2,1,,on_time,on_time
-2007227568339893046-2407040516-5,RB98,Münchberg|Seulbitz|Förbau|Schwarzenbach(Saale),8000287,5,Oberkotzau,Bayern,Oberkotzau,95145,11.932204,50.266389,2024-07-11 05:34:00,2024-07-11 05:34:00,2024-07-11 05:34:00,2024-07-11 05:34:00,0,0,,on_time,on_time
-6400209055042475724-2407091700-14,3,Lutherstadt Wittenberg Hbf|Zörnigall|Bülzig|Zahna|Blönsdorf|Niedergörsdorf|Jüterbog|Luckenwalde|Ludwigsfelde|Birkengrund|Großbeeren|Teltow|Berlin-Lichterfelde Ost,8011113,1,Berlin Südkreuz,Berlin,Berlin,12101,13.365319,52.475047,2024-07-09 18:22:00,2024-07-09 18:24:00,2024-07-09 18:25:00,2024-07-09 18:27:00,3,3,Information,on_time,on_time
3630374953192366891-2407091953-24,42,Berlin Beusselstraße|Berlin Jungfernheide (S)|Berlin Westend|Berlin Messe Nord/ICC (Witzleben)|Berlin Westkreuz|Berlin-Halensee|Berlin Hohenzollerndamm|Berlin Heidelberger Platz|Berlin Bundesplatz|Berlin Innsbrucker Platz|Berlin-Schöneberg|Berlin Südkreuz (S)|Berlin-Tempelhof|Berlin Hermannstraße|Berlin-Neukölln|Berlin Sonnenallee|Berlin Treptower Park|Berlin Ostkreuz (S)|Berlin Frankfurter Allee|Berlin Storkower Str|Berlin Landsberger Allee|Berlin Greifswalder Str|Berlin Prenzlauer Allee,8089039,4,Schönhauser Allee,Berlin,Berlin,10439,13.41546,52.5492,2024-07-09 20:43:00,2024-07-09 20:43:00,2024-07-09 20:43:00,2024-07-09 20:43:00,0,0,,on_time,on_time
-9018955192378693082-2407111730-4,RB41,Hamburg-Harburg|Hittfeld|Klecken,8000056,3,Buchholz (Nordheide),Niedersachsen,Buchholz i.d.Nordheide,21244,9.876266,53.324683,2024-07-11 17:45:00,2024-07-11 17:46:00,2024-07-11 17:45:00,2024-07-11 17:46:00,0,0,,on_time,on_time
-2009765057245631038-2407130929-1,200,,8000170,2,Ulm Hbf,Baden-Württemberg,Ulm,89073,9.982227,48.399437,,2024-07-13 09:29:00,,2024-07-13 09:29:00,0,0,Bauarbeiten,on_time,on_time
-1594500764573056847-2407122128-8,42,Berlin Beusselstraße|Berlin Jungfernheide (S)|Berlin Westend|Berlin Messe Nord/ICC (Witzleben)|Berlin Westkreuz|Berlin-Halensee|Berlin Hohenzollerndamm,8089112,4,Heidelberger Platz,Berlin,Berlin,10713,13.312018,52.479972,2024-07-12 21:42:00,2024-07-12 21:43:00,,,0,0,,on_time,on_time
-6322966550528363144-2407131933-18,11,Dormagen|Dormagen Chempark|Köln-Worringen|Köln-Blumenberg|Köln-Chorweiler Nord|Köln-Chorweiler|Köln Volkhovener Weg|Köln-Longerich|Köln Geldernstr./Parkgürtel|Köln-Nippes|Köln Hansaring|Köln Hbf|Köln Messe/Deutz|Köln-Buchforst|Köln-Mülheim|Köln-Holweide|Köln-Dellbrück,8001566,5,Duckterath,Nordrhein-Westfalen,Bergisch Gladbach,51427,7.103496,50.984815,2024-07-13 20:24:00,2024-07-13 20:24:00,2024-07-13 20:24:00,2024-07-13 20:25:00,0,1,Information. (Quelle: zuginfo.nrw),on_time,on_time
-1121273292484674661-2407130900-5,28,Jena Saalbf|Jena Paradies|Jena-Göschwitz|Rothenstein(Saale),8011985,5,Kahla (Thür),Thüringen,Kahla (Thür),7768,11.589104,50.808926,2024-07-13 09:18:00,2024-07-13 09:19:00,2024-07-13 09:23:00,2024-07-13 09:24:00,5,5,,on_time,on_time
-2626109179352561796-2407121811-18,5,Eppingen|Richen(b Eppingen)|Ittlingen|Reihen|Steinsfurt|Sinsheim Museum/Arena|Sinsheim(Elsenz) Hbf|Hoffenheim|Zuzenhausen|Meckesheim|Mauer(b Heidelberg)|Reilsheim|Bammental|Neckargemünd|Heidelberg Orthopädie|Heidelberg-Schlierbach/Ziegelhausen|Heidelberg-Altstadt,8002681,5,HD-Weststadt/Südstadt,Baden-Württemberg,Heidelberg,69115,8.688749,49.398324,2024-07-12 19:22:00,2024-07-12 19:23:00,2024-07-12 19:26:00,2024-07-12 19:27:00,4,4,,on_time,on_time
7411248038431463805-2407120649-1,69,,8000149,2,Hamm (Westf) Hbf,Nordrhein-Westfalen,Hamm ,59065,7.807821,51.678078,,2024-07-12 06:49:00,,,0,0,,on_time,on_time
3975035326725386248-2407100646-15,1,Schönebeck-Bad Salzelmen|Schönebeck Süd|Schönebeck(Elbe)|Schönebeck-Frohse|Magdeburg Südost|Magdeburg-Salbke|Magdeburg SKET Industriepark|Magdeburg-Buckau|Magdeburg Hasselbachplatz|Magdeburg Hbf|Magdeburg-Neustadt|Magdeburg-Eichenweiler|Magdeburg-Rothensee|Barleber See,8013344,5,Wolmirstedt,Sachsen-Anhalt,Wolmirstedt,39326,11.635619,52.250359,2024-07-10 07:24:00,2024-07-10 07:25:00,2024-07-10 07:28:00,2024-07-10 07:29:00,4,4,,on_time,on_time
3589136795997863064-2407121206-7,5,Pforzheim Hbf|Ispringen|Ersingen|Ersingen West|Bilfingen|Königsbach(Baden),8006440,5,Wilferdingen-Singen,Baden-Württemberg, Remchingen,75196,8.572415,48.953862,2024-07-12 12:21:00,2024-07-12 12:22:00,,,0,0,,on_time,on_time
541603875001060954-2407131211-13,7,Ahrensfelde (S)|Berlin Mehrower Allee|Berlin Raoul-Wallenberg-Str.|Berlin-Marzahn|Berlin Poelchaustr.|Berlin Springpfuhl|Berlin-Friedrichsfelde Ost|Berlin-Lichtenberg (S)|Berlin Nöldnerplatz|Berlin Ostkreuz (S)|Berlin Warschauer Straße|Berlin Ostbahnhof (S),8089019,4,Jannowitzbrücke,Berlin,Berlin,10179,13.419347,52.51427,2024-07-13 12:37:00,2024-07-13 12:38:00,2024-07-13 12:37:00,2024-07-13 12:38:00,0,0,,on_time,on_time
7907006661405264671-2407111512-11,S7,Solingen Hbf|Solingen Grünewald|Solingen Mitte|Solingen-Schaberg|Remscheid-Güldenwerth|Remscheid Hbf|Remscheid-Lennep|Remscheid-Lüttringhausen|Wuppertal-Ronsdorf|Wuppertal-Oberbarmen,8006596,4,Wuppertal-Barmen,Nordrhein-Westfalen,Wuppertal-Barmen,42283,7.195159,51.266972,2024-07-11 16:00:00,2024-07-11 16:01:00,2024-07-11 16:04:00,2024-07-11 16:05:00,4,4,,on_time,on_time
1613066213997302330-2407121718-22,20,Uelzen|Stederdorf(Kr Uelzen)|Wieren|Soltendieck|Schnega|Salzwedel|Pretzier(Altm)|Fleetmark|Brunau-Packebusch|Hohenwulsch|Kläden(Stendal)|Stendal Hbf|Tangerhütte|Zielitz Ort|Wolmirstedt|Magdeburg-Rothensee|Magdeburg-Eichenweiler|Magdeburg-Neustadt|Magdeburg Hbf|Magdeburg Hasselbachplatz|Magdeburg-Buckau,8013485,5,Magdeburg SKET Industriepark,Sachsen-Anhalt,Magdeburg,39104,11.638277,52.097545,2024-07-12 19:22:00,2024-07-12 19:23:00,2024-07-12 19:22:00,2024-07-12 19:23:00,0,0,,on_time,on_time
375008021876401193-2407080638-1,42,,8089118,4,Beusselstraße,Berlin,Berlin,10551,13.329042,52.534354,,2024-07-08 06:38:00,,,0,0,,on_time,on_time
6383410182220863197-2407141135-2,EV,Düsseldorf Hbf,8004694,5,Meerbusch-Osterath,Nordrhein-Westfalen,Meerbusch,40670,6.625981,51.269017,2024-07-14 11:59:00,2024-07-14 11:59:00,,,0,0,,on_time,on_time
6423594553650597221-2407130644-14,3,Mammendorf|Malching(Oberbay)|Maisach|Gernlinden|Esting|Olching|Gröbenzell|München-Lochhausen|München-Langwied|München-Pasing|München-Laim|München Hirschgarten|München Donnersbergerbrücke,8004129,3,München-Hackerbrücke,Bayern,München,80335,11.548572,48.141969,2024-07-13 07:19:00,2024-07-13 07:19:00,2024-07-13 07:21:00,2024-07-13 07:22:00,2,3,Bauarbeiten,on_time,on_time
2483384951532142654-2407100626-15,3,Backnang|Maubach|Nellmersbach|Winnenden|Schwaikheim|Neustadt-Hohenacker|Waiblingen|Fellbach|Stuttgart-Sommerrain|Stuttgart Nürnberger Str.|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee,8006698,3,Stuttgart Schwabstraße,Baden-Württemberg,Stuttgart,70197,9.156959,48.770255,2024-07-10 07:05:00,2024-07-10 07:05:00,2024-07-10 07:07:00,2024-07-10 07:07:00,2,2,Information,on_time,on_time
5792133781050267254-2407140933-1,15,,8010177,5,Hoyerswerda,Sachsen,Hoyerswerda,2977,14.231407,51.432788,,2024-07-14 09:33:00,,2024-07-14 09:33:00,0,0,,on_time,on_time
-2356893980509239431-2407091508-16,6,Frankfurt(Main)Süd|Frankfurt(M)Lokalbahnhof|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt(M)Galluswarte|Frankfurt(Main)Messe|Frankfurt(Main)West|Frankfurt-Eschersheim|Frankfurt-Frankfurter Berg|Frankfurt-Berkersheim|Bad Vilbel Süd|Bad Vilbel,8001514,5,Dortelweil,Hessen,Bad Vilbel,61118,8.751145,50.207503,2024-07-09 15:47:00,2024-07-09 15:48:00,2024-07-09 15:47:00,2024-07-09 15:48:00,0,0,,on_time,on_time
-7868441056433054675-2407090901-10,5,Heidelberg Hbf|Heidelberg-Weststadt/Südstadt|Heidelberg-Altstadt|Heidelberg-Schlierbach/Ziegelhausen|Heidelberg Orthopädie|Neckargemünd|Bammental|Reilsheim|Mauer(b Heidelberg),8003932,4,Meckesheim,Baden-Württemberg,Meckesheim,74909,8.812836,49.320658,2024-07-09 09:27:00,2024-07-09 09:29:00,2024-07-09 09:27:00,2024-07-09 09:30:00,0,1,,on_time,on_time
3382247501636548579-2407112014-2,RE30,Wolfsburg Hbf,8001957,5,Fallersleben,Niedersachsen,Wolfsburg,38442,10.717325,52.423496,2024-07-11 20:18:00,2024-07-11 20:18:00,2024-07-11 20:18:00,2024-07-11 20:18:00,0,0,,on_time,on_time
2845964022894108076-2407111846-14,2,Aumühle|Wohltorf|Reinbek|Hamburg-Bergedorf|Hamburg-Nettelnburg|Hamburg-Allermöhe|Hamburg Mittlerer Landweg|Hamburg Billwerder-Moorfleet|Hamburg-Tiefstack|Hamburg-Rothenburgsort|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn)|Hamburg Dammtor,8070146,3,Sternschanze,Hamburg,Hamburg,20357,9.967204,53.563719,2024-07-11 19:23:00,2024-07-11 19:23:00,2024-07-11 19:23:00,2024-07-11 19:23:00,0,0,,on_time,on_time
-2806327107073323742-2407122223-19,1,Hamburg Airport|Hamburg-Ohlsdorf|Hamburg Rübenkamp|Hamburg Alte Wöhr|Hamburg-Barmbek|Hamburg Friedrichsberg|Hamburg Wandsbeker Chaussee|Hamburg Hasselbrook|Hamburg Landwehr|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn)|Hamburg Jungfernstieg|Hamburg Stadthausbrücke|Hamburg Landungsbrücken|Hamburg Reeperbahn|Hamburg Königstraße|Hamburg-Altona(S)|Hamburg-Ottensen,8000780,4,Bahrenfeld,Hamburg,Hamburg,22761,9.910778,53.56006,2024-07-12 23:05:00,2024-07-12 23:05:00,2024-07-12 23:06:00,2024-07-12 23:06:00,1,1,,on_time,on_time
8375098118039539586-2407112018-18,3,Hamburg-Neugraben|Hamburg Neuwiedenthal|Hamburg-Heimfeld|Hamburg-Harburg Rathaus|Hamburg-Harburg(S)|Hamburg-Wilhelmsburg|Hamburg-Veddel|Hamburg Elbbrücken|Hamburg-Hammerbrook|Hamburg Hbf (S-Bahn)|Hamburg Jungfernstieg|Hamburg Stadthausbrücke|Hamburg Landungsbrücken|Hamburg Reeperbahn|Hamburg Königstraße|Hamburg-Altona(S)|Hamburg-Langenfelde,8002559,4,Stellingen,Hamburg,Hamburg,22525,9.918336,53.589843,2024-07-11 21:06:00,2024-07-11 21:07:00,2024-07-11 21:06:00,2024-07-11 21:07:00,0,0,Information,on_time,on_time
5192597161264455361-2407081953-4,11,Bergisch Gladbach|Duckterath|Köln-Dellbrück,8003369,5,Köln-Holweide,Nordrhein-Westfalen,Köln,51067,7.041235,50.97627,2024-07-08 20:00:00,2024-07-08 20:00:00,2024-07-08 20:01:00,2024-07-08 20:01:00,1,1,,on_time,on_time
5203816444400451978-2407111033-3,3,Hattingen(Ruhr) Mitte|Hattingen(Ruhr),8001038,5,Bochum-Dahlhausen,Nordrhein-Westfalen,Bochum,44879,7.140842,51.426358,2024-07-11 10:39:00,2024-07-11 10:40:00,2024-07-11 10:39:00,2024-07-11 10:40:00,0,0,Information. (Quelle: zuginfo.nrw),on_time,on_time
328852409511442642-2407111424-2,47,Berlin Hermannstraße,8089077,3,Berlin-Neukölln,Berlin,Berlin,12055,13.44306,52.46942,2024-07-11 14:25:00,2024-07-11 14:26:00,,,0,0,,on_time,on_time
-365947887193902391-2407122105-5,8,Herrsching|Seefeld-Hechendorf|Steinebach|Weßling(Oberbay),8004249,5,Neugilching,Bayern,Gilching,82205,11.288666,48.098966,2024-07-12 21:20:00,2024-07-12 21:21:00,2024-07-12 21:22:00,2024-07-12 21:23:00,2,2,,on_time,on_time
6092799467761295454-2407130157-8,1,Hamburg-Blankenese|Hamburg Hochkamp|Hamburg Klein Flottbek|Hamburg-Othmarschen|Hamburg-Bahrenfeld|Hamburg-Ottensen|Hamburg-Altona(S),8006706,4,Königstraße,Hamburg,Hamburg,22767,9.944088,53.547796,2024-07-13 02:12:00,2024-07-13 02:13:00,2024-07-13 02:12:00,2024-07-13 02:13:00,0,0,,on_time,on_time
-8525244162052521078-2407121147-8,1,Meißen Triebischtal|Meißen Altstadt|Meißen|Neusörnewitz|Coswig(b Dresden)|Radebeul-Zitzschewig|Radebeul-Kötzschenbroda,8012700,5,Radebeul-Weintraube,Sachsen,Radebeul,1445,13.6557484,51.1031245,2024-07-12 12:06:00,2024-07-12 12:07:00,2024-07-12 12:08:00,2024-07-12 12:08:00,2,1,,on_time,on_time
1358163985008123692-2407040507-6,26,Berlin Nordbahnhof|Berlin Humboldthain|Berlin Gesundbrunnen(S)|Berlin Bornholmer Str.|Berlin-Pankow,8089081,5,Pankow-Heinersdorf,Berlin,Berlin,13186,13.429363,52.577963,2024-07-11 05:19:00,2024-07-11 05:20:00,,,0,0,,on_time,on_time
6756447695356970455-2407131439-11,5,Stuttgart Hbf|Esslingen(Neckar)|Plochingen|Göppingen|Geislingen(Steige)|Ulm Hbf|Laupheim West|Biberach(Riß)|Bad Schussenried|Aulendorf,8004965,4,Ravensburg,Baden-Württemberg,Ravensburg,88214,9.6061,47.784481,2024-07-13 16:36:00,2024-07-13 16:37:00,2024-07-13 16:36:00,2024-07-13 16:37:00,0,0,,on_time,on_time
-2231182118483702230-2407130840-27,2,Blankenfelde (S)|Mahlow|Berlin-Lichtenrade|Berlin Schichauweg|Berlin Buckower Chaussee|Berlin-Marienfelde|Berlin Attilastr.|Berlin Priesterweg|Berlin Südkreuz (S)|Berlin Yorckstr.(S2)|Berlin Anhalter Bf|Berlin Potsdamer Platz (S)|Berlin Brandenburger Tor|Berlin Friedrichstraße (S)|Berlin Oranienburger Straße|Berlin Nordbahnhof|Berlin Humboldthain|Berlin Gesundbrunnen(S)|Berlin Bornholmer Str.|Berlin-Pankow|Berlin-Pankow-Heinersdorf|Berlin-Blankenburg|Berlin-Karow|Berlin-Buch|Röntgental|Zepernick(Bernau),8089099,5,Bernau-Friedenstal,Brandenburg,Bernau,16321,13.564578,52.668385,2024-07-13 09:51:00,2024-07-13 09:52:00,2024-07-13 09:51:00,,0,0,,on_time,on_time
2138896941374490253-2407081646-4,RE44,Moers|Rheinhausen|Duisburg Hbf,8000286,2,Oberhausen Hbf,Nordrhein-Westfalen,Oberhausen,46045,6.851588,51.474878,2024-07-08 17:11:00,2024-07-08 17:13:00,2024-07-08 17:13:00,2024-07-08 17:15:00,2,2,,on_time,on_time
3122995144898671724-2407132056-24,2,Markt Schwaben|Poing|Grub(Oberbay)|Heimstetten|Feldkirchen(b München)|München-Riem|München-Berg am Laim|München Leuchtenbergring|München Ost|München Rosenheimer Platz|München Isartor|München Marienplatz|München Karlsplatz|München Hbf (tief)|München Hackerbrücke|München Donnersbergerbrücke|München Hirschgarten|München-Laim|München-Obermenzing|München-Untermenzing|München-Allach|München-Karlsfeld|Dachau Bahnhof,8006189,5,Hebertshausen,Bayern,Hebertshausen,85241,11.455487,48.291106,2024-07-13 21:55:00,2024-07-13 21:56:00,2024-07-13 21:55:00,2024-07-13 21:56:00,0,0,Bauarbeiten,on_time,on_time
-2108596639773949781-2407131957-18,60,Stuttgart Schwabstr.|Stuttgart Feuersee|Stuttgart Stadtmitte|Stuttgart Hbf (tief)|Stuttgart Nord|Stuttgart-Feuerbach|Stuttgart-Zuffenhausen|Neuwirtshaus(Porscheplatz)|Korntal|Weilimdorf|Ditzingen|Höfingen|Leonberg|Rutesheim|Renningen|Renningen Süd|Magstadt,8003834,5,Maichingen Nord,Baden-Württemberg,Sindelfingen,71069,8.979257,48.72736,2024-07-13 20:47:00,2024-07-13 20:47:00,2024-07-13 20:47:00,2024-07-13 20:48:00,0,1,Information,on_time,on_time
998399659754772754-2407101448-17,1,Hamburg-Poppenbüttel|Hamburg-Wellingsbüttel|Hamburg Hoheneichen|Hamburg Kornweg(Klein Borstel)|Hamburg-Ohlsdorf|Hamburg Rübenkamp|Hamburg Alte Wöhr|Hamburg-Barmbek|Hamburg Friedrichsberg|Hamburg Wandsbeker Chaussee|Hamburg Hasselbrook|Hamburg Landwehr|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn)|Hamburg Jungfernstieg|Hamburg Stadthausbrücke,8003518,4,Landungsbrücken,Hamburg,Hamburg,20459,9.971281,53.546132,2024-07-10 15:24:00,2024-07-10 15:25:00,2024-07-10 15:24:00,2024-07-10 15:25:00,0,0,Störung,on_time,on_time
3573720910347828828-2407111415-1,3,,8005776,3,Stuttgart-Vaihingen,Baden-Württemberg,Stuttgart,70563,9.113226,48.726279,,2024-07-11 14:15:00,,2024-07-11 14:15:00,0,0,Information,on_time,on_time
-3435199071962064516-2407100511-10,3,Hamburg Elbgaustraße|Hamburg-Eidelstedt|Hamburg-Stellingen|Hamburg-Langenfelde|Hamburg-Altona(S)|Hamburg Königstraße|Hamburg Reeperbahn|Hamburg Landungsbrücken|Hamburg Stadthausbrücke,8003137,4,Jungfernstieg,Hamburg,Hamburg,20095,9.993883,53.552194,2024-07-10 05:32:00,2024-07-10 05:33:00,,,0,0,Information,on_time,on_time
-2806508315889445611-2407080808-21,41,Berlin Beusselstraße|Berlin Westhafen|Berlin-Wedding|Berlin Gesundbrunnen(S)|Berlin Schönhauser Allee|Berlin Prenzlauer Allee|Berlin Greifswalder Str|Berlin Landsberger Allee|Berlin Storkower Str|Berlin Frankfurter Allee|Berlin Ostkreuz (S)|Berlin Treptower Park|Berlin Sonnenallee|Berlin-Neukölln|Berlin Hermannstraße|Berlin-Tempelhof|Berlin Südkreuz (S)|Berlin-Schöneberg|Berlin Innsbrucker Platz|Berlin Bundesplatz,8089112,4,Heidelberger Platz,Berlin,Berlin,10713,13.312018,52.479972,2024-07-08 08:52:00,2024-07-08 08:53:00,2024-07-08 08:52:00,2024-07-08 08:53:00,0,0,,on_time,on_time
1257914138301379393-2407141956-21,3,Halle-Nietleben|Halle-Neustadt|Halle Zscherbener Straße|Halle Südstadt|Halle-Silberhöhe|Halle Rosengarten|Halle(Saale)Hbf|Halle Messe|Dieskau|Gröbers|Großkugel|Schkeuditz West|Schkeuditz|Leipzig-Lützschena|Leipzig-Wahren|Leipzig Slevogtstraße|Leipzig Olbrichtstraße|Leipzig-Gohlis|Leipzig Hbf (tief)|Leipzig Markt,8012202,5,Leipzig Wilhelm-Leuschner-Platz,Sachsen,Leipzig,4107,12.375394,51.335396,2024-07-14 21:03:00,2024-07-14 21:03:00,2024-07-14 21:03:00,2024-07-14 21:04:00,0,1,,on_time,on_time
7611398631120846033-2407141659-5,1,Leipzig-Stötteritz|Leipzig Völkerschlachtdenkmal|Leipzig MDR|Leipzig Bayerischer Bahnhof,8012202,5,Leipzig Wilhelm-Leuschner-Platz,Sachsen,Leipzig,4107,12.375394,51.335396,2024-07-14 17:08:00,2024-07-14 17:08:00,2024-07-14 17:08:00,2024-07-14 17:09:00,0,1,,on_time,on_time
1396847473976670666-2407121233-15,1,Hamburg Airport|Hamburg-Ohlsdorf|Hamburg Rübenkamp|Hamburg Alte Wöhr|Hamburg-Barmbek|Hamburg Friedrichsberg|Hamburg Wandsbeker Chaussee|Hamburg Hasselbrook|Hamburg Landwehr|Hamburg Berliner Tor|Hamburg Hbf (S-Bahn)|Hamburg Jungfernstieg|Hamburg Stadthausbrücke|Hamburg Landungsbrücken,8006705,4,Reeperbahn,Hamburg,Hamburg,20359,9.957668,53.549668,2024-07-12 13:06:00,2024-07-12 13:07:00,2024-07-12 13:08:00,2024-07-12 13:09:00,2,2,,on_time,on_time
